point_index,x,y
320,13.1827515400,1.1411692435
321,13.2238193018,1.1418032787
322,13.2648870637,1.1422340961
323,13.3059548255,1.1425942666
324,13.3470225873,1.1427369114
325,13.3880903491,1.1432377049
326,13.4291581109,1.1432377049
327,13.4702258727,1.1432377049
328,13.5112936345,1.1432377049
329,13.5523613963,1.1432377049
330,13.5934291581,1.1434589210
331,13.6344969199,1.1438811432
332,13.6755646817,1.1438811432
333,13.7166324435,1.1438811432
334,13.7577002053,1.1443966676
335,13.7987679671,1.1446721311
336,13.8398357290,1.1450786885
337,13.8809034908,1.1454631191
338,13.9219712526,1.1454631191
339,13.9630390144,1.1459840732
340,14.0041067762,1.1461065574
341,14.0451745380,1.1484664199
342,14.0862422998,1.1461065574
343,14.1273100616,1.1461065574
344,14.1683778234,1.1462757179
345,14.2094455852,1.1467499957
346,14.2505133470,1.1467499957
347,14.2915811088,1.1467499957
348,14.3326488706,1.1467499957
349,14.3737166324,1.1476910282
350,14.4147843943,1.1483319716
351,14.4558521561,1.1483319716
352,14.4969199179,1.1483319716
353,14.5379876797,1.1483372117
354,14.5790554415,1.1489754098
355,14.6201232033,1.1489754098
356,14.6611909651,1.1489754098
357,14.7022587269,1.1489754098
358,14.7433264887,1.1489754098
359,14.7843942505,1.1489754098
360,14.8254620123,1.1491704475
361,14.8665297741,1.1496188481
362,14.9075975359,1.1496188481
363,14.9486652977,1.1501860249
364,14.9897330595,1.1504098361
365,15.0308008214,1.1507980523
366,15.0718685832,1.1512008240
367,15.1129363450,1.1512008240
368,15.1540041068,1.1512008240
369,15.1950718686,1.1512008240
370,15.2361396304,1.1513434688
371,15.2772073922,1.1518442623
372,15.3182751540,1.1518442623
373,15.3593429158,1.1518442623
374,15.4004106776,1.1518442623
375,15.4414784394,1.1518442623
376,15.4825462012,1.1518442623
377,15.5236139630,1.1522671782
378,15.5646817248,1.1524877006
379,15.6057494867,1.1524877006
380,15.6468172485,1.1524877006
381,15.6878850103,1.1530032249
382,15.7289527721,1.1532786885
383,15.7700205339,1.1536298414
384,15.8110882957,1.1540696765
385,15.8521560575,1.1540696765
386,15.8932238193,1.1542709671
387,15.9342915811,1.1547131148
388,15.9753593429,1.1547131148
389,16.0164271047,1.1547131148
390,16.0574948665,1.1547131148
391,16.0985626283,1.1547131148
392,16.1396303901,1.1547131148
393,16.1806981520,1.1547131148
394,16.2217659138,1.1547131148
395,16.2628336756,1.1547131148
396,16.3039014374,1.1548566941
397,16.3449691992,1.1553565530
398,16.3860369610,1.1553565530
399,16.4271047228,1.1553565530
400,16.4681724846,1.1560097810
401,16.5092402464,1.1561475410
402,16.5503080082,1.1562103626
403,16.5913757700,1.1569280152
404,16.6324435318,1.1569385289
405,16.6735112936,1.1569385289
406,16.7145790554,1.1570159828
407,16.7556468172,1.1575819672
408,16.7967145791,1.1575819672
409,16.8377823409,1.1575819672
410,16.8788501027,1.1575819672
411,16.9199178645,1.1575819672
412,16.9609856263,1.1575819672
413,17.0020533881,1.1575819672
414,17.0431211499,1.1575819672
415,17.0841889117,1.1582254055
416,17.1252566735,1.1582254055
417,17.1663244353,1.1582254055
418,17.2073921971,1.1582254055
419,17.2484599589,1.1582254055
420,17.2895277207,1.1582254055
421,17.3305954825,1.1582254055
422,17.3716632444,1.1585555597
423,17.4127310062,1.1590163934
424,17.4537987680,1.1592140104
425,17.4948665298,1.1598073814
426,17.5359342916,1.1598073814
427,17.5770020534,1.1598073814
428,17.6180698152,1.1598073814
429,17.6591375770,1.1599500262
430,17.7002053388,1.1604508197
431,17.7412731006,1.1604508197
432,17.7823408624,1.1604508197
433,17.8234086242,1.1604508197
434,17.8644763860,1.1604508197
435,17.9055441478,1.1604508197
436,17.9466119097,1.1604508197
437,17.9876796715,1.1604508197
438,18.0287474333,1.1609516132
439,18.0698151951,1.1610942579
440,18.1108829569,1.1610942579
441,18.1519507187,1.1610942579
442,18.1930184805,1.1610942579
443,18.2340862423,1.1610942579
444,18.2751540041,1.1610942579
445,18.3162217659,1.1610942579
446,18.3572895277,1.1621598915
447,18.3983572895,1.1626762339
448,18.4394250513,1.1626762339
449,18.4804928131,1.1626762339
450,18.5215605749,1.1626762339
451,18.5626283368,1.1626762339
452,18.6036960986,1.1626762339
453,18.6447638604,1.1626762339
454,18.6858316222,1.1630180603
455,18.7268993840,1.1633196721
456,18.7679671458,1.1633196721
457,18.8090349076,1.1633196721
458,18.8501026694,1.1633196721
459,18.8911704312,1.1633196721
460,18.9322381930,1.1633196721
461,18.9733059548,1.1633196721
462,19.0143737166,1.1633196721
463,19.0554414784,1.1633196721
464,19.0965092402,1.1636441257
465,19.1375770021,1.1639631104
466,19.1786447639,1.1639631104
467,19.2197125257,1.1639631104
468,19.2607802875,1.1639631104
469,19.3018480493,1.1639631104
470,19.3429158111,1.1639631104
471,19.3839835729,1.1639631104
472,19.4250513347,1.1639631104
473,19.4661190965,1.1639631104
474,19.5071868583,1.1652422854
475,19.5482546201,1.1655450863
476,19.5893223819,1.1655450863
477,19.6303901437,1.1655450863
478,19.6714579055,1.1655450863
479,19.7125256674,1.1655450863
480,19.7535934292,1.1655450863
481,19.7946611910,1.1655450863
482,19.8357289528,1.1655450863
483,19.8767967146,1.1660827729
484,19.9178644764,1.1661885246
485,19.9589322382,1.1661885246
