point_index,x,y
210,8.6652977413,0.6648782911
211,8.7063655031,0.6655323430
212,8.7474332649,0.6663224336
213,8.7885010267,0.6664422123
214,8.8295687885,0.6670081967
215,8.8706365503,0.6670081967
216,8.9117043121,0.6670081967
217,8.9527720739,0.6670081967
218,8.9938398357,0.6670081967
219,9.0349075975,0.6675997282
220,9.0759753593,0.6677424495
221,9.1170431211,0.6684916034
222,9.1581108830,0.6691427964
223,9.1991786448,0.6692336109
224,9.2402464066,0.6697545650
225,9.2813141684,0.6698770492
226,9.3223819302,0.6698770492
227,9.3634496920,0.6698770492
228,9.4045174538,0.6700895053
229,9.4455852156,0.6705204875
230,9.4866529774,0.6705204875
231,9.5277207392,0.6708506416
232,9.5687885010,0.6713535099
233,9.6098562628,0.6720919496
234,9.6509240246,0.6721024634
235,9.6919917864,0.6721799172
236,9.7330595483,0.6727459016
237,9.7741273101,0.6727459016
238,9.8151950719,0.6727459016
239,9.8562628337,0.6727459016
240,9.8973305955,0.6731402605
241,9.9383983573,0.6733893399
242,9.9794661191,0.6733893399
243,10.0205338809,0.6738325882
244,10.0616016427,0.6749713158
245,10.1026694045,0.6750639702
246,10.1437371663,0.6749449474
247,10.1848049281,0.6752903005
248,10.2258726899,0.6756147541
249,10.2669404517,0.6756147541
250,10.3080082136,0.6756147541
251,10.3490759754,0.6756147541
252,10.3901437372,0.6756147541
253,10.4312114990,0.6761960347
254,10.4722792608,0.6762581924
255,10.5133470226,0.6766609641
256,10.5544147844,0.6770491803
257,10.5954825462,0.6775337838
258,10.6365503080,0.6778401683
259,10.6776180698,0.6778401683
260,10.7186858316,0.6778401683
261,10.7597535934,0.6781033972
262,10.8008213552,0.6784836066
263,10.8418891170,0.6784836066
264,10.8829568789,0.6784836066
265,10.9240246407,0.6784836066
266,10.9650924025,0.6784836066
267,11.0061601643,0.6790243093
268,11.0472279261,0.6791270448
269,11.0882956879,0.6791270448
270,11.1293634497,0.6798690524
271,11.1704312115,0.6799180328
272,11.2114989733,0.6805520680
273,11.2525667351,0.6807090207
274,11.2936344969,0.6807864746
275,11.3347022587,0.6813524590
276,11.3757700205,0.6813524590
277,11.4168377823,0.6813524590
278,11.4579055441,0.6813524590
279,11.4989733060,0.6813524590
280,11.5400410678,0.6813524590
281,11.5811088296,0.6813524590
282,11.6221765914,0.6813524590
283,11.6632443532,0.6817994391
284,11.7043121150,0.6819958973
285,11.7453798768,0.6819958973
286,11.7864476386,0.6826357122
287,11.8275154004,0.6827868852
288,11.8685831622,0.6832477190
289,11.9096509240,0.6835778732
290,11.9507186858,0.6835778732
291,11.9917864476,0.6836400309
292,12.0328542094,0.6842213115
293,12.0739219713,0.6842213115
294,12.1149897331,0.6842213115
295,12.1560574949,0.6842213115
296,12.1971252567,0.6842213115
297,12.2381930185,0.6842213115
298,12.2792607803,0.6842213115
299,12.3203285421,0.6848386595
300,12.3613963039,0.6848647498
301,12.4024640657,0.6848647498
302,12.4435318275,0.6848647498
303,12.4845995893,0.6848647498
304,12.5256673511,0.6848647498
305,12.5667351129,0.6855586061
306,12.6078028747,0.6856557377
307,12.6488706366,0.6861930479
308,12.6899383984,0.6864467257
309,12.7310061602,0.6864467257
310,12.7720739220,0.6864467257
311,12.8131416838,0.6868689479
312,12.8542094456,0.6870901639
313,12.8952772074,0.6870901639
314,12.9363449692,0.6870901639
315,12.9774127310,0.6870901639
316,13.0184804928,0.6870901639
317,13.0595482546,0.6870901639
318,13.1006160164,0.6870901639
319,13.1416837782,0.6877127079
320,13.1827515400,0.6877336022
321,13.2238193018,0.6877336022
322,13.2648870637,0.6877336022
323,13.3059548255,0.6877336022
324,13.3470225873,0.6877336022
325,13.3880903491,0.6885005075
326,13.4291581109,0.6893155781
327,13.4702258727,0.6893155781
328,13.5112936345,0.6893155781
329,13.5523613963,0.6893155781
330,13.5934291581,0.6893155781
331,13.6344969199,0.6893155781
332,13.6755646817,0.6893155781
333,13.7166324435,0.6897378003
334,13.7577002053,0.6899590164
335,13.7987679671,0.6899590164
336,13.8398357290,0.6899590164
337,13.8809034908,0.6899590164
338,13.9219712526,0.6899590164
339,13.9630390144,0.6899590164
340,14.0041067762,0.6899590164
341,14.0451745380,0.6886113607
342,14.0862422998,0.6906024547
343,14.1273100616,0.6906024547
344,14.1683778234,0.6906024547
345,14.2094455852,0.6906024547
346,14.2505133470,0.6906024547
347,14.2915811088,0.6906024547
348,14.3326488706,0.6906024547
349,14.3737166324,0.6907539087
350,14.4147843943,0.6921326190
351,14.4558521561,0.6921844306
352,14.4969199179,0.6921844306
353,14.5379876797,0.6922465883
354,14.5790554415,0.6922053248
355,14.6201232033,0.6921844306
356,14.6611909651,0.6921844306
357,14.7022587269,0.6922053248
358,14.7433264887,0.6928278689
359,14.7843942505,0.6928278689
360,14.8254620123,0.6928278689
361,14.8665297741,0.6928278689
362,14.9075975359,0.6928278689
363,14.9486652977,0.6928278689
364,14.9897330595,0.6928278689
365,15.0308008214,0.6928278689
366,15.0718685832,0.6928278689
367,15.1129363450,0.6928278689
368,15.1540041068,0.6934194003
369,15.1950718686,0.6934713071
370,15.2361396304,0.6934713071
371,15.2772073922,0.6934713071
372,15.3182751540,0.6934713071
373,15.3593429158,0.6939111422
374,15.4004106776,0.6942622951
375,15.4414784394,0.6942622951
376,15.4825462012,0.6942622951
377,15.5236139630,0.6943594267
378,15.5646817248,0.6950109582
379,15.6057494867,0.6950532830
380,15.6468172485,0.6950532830
381,15.6878850103,0.6950532830
382,15.7289527721,0.6950532830
383,15.7700205339,0.6950532830
384,15.8110882957,0.6950532830
385,15.8521560575,0.6950532830
386,15.8932238193,0.6950532830
387,15.9342915811,0.6951959278
388,15.9753593429,0.6956967213
389,16.0164271047,0.6956967213
390,16.0574948665,0.6956967213
391,16.0985626283,0.6956967213
392,16.1396303901,0.6956967213
393,16.1806981520,0.6956967213
394,16.2217659138,0.6956967213
395,16.2628336756,0.6956967213
396,16.3039014374,0.6956967213
397,16.3449691992,0.6956967213
398,16.3860369610,0.6956967213
399,16.4271047228,0.6958658818
400,16.4681724846,0.6963401596
401,16.5092402464,0.6963401596
402,16.5503080082,0.6963401596
403,16.5913757700,0.6963401596
404,16.6324435318,0.6963401596
405,16.6735112936,0.6963506733
406,16.7145790554,0.6970683260
407,16.7556468172,0.6971311475
408,16.7967145791,0.6971311475
409,16.8377823409,0.6971311475
410,16.8788501027,0.6971311475
411,16.9199178645,0.6977651828
412,16.9609856263,0.6979221355
413,17.0020533881,0.6979221355
414,17.0431211499,0.6979221355
415,17.0841889117,0.6979221355
416,17.1252566735,0.6979221355
417,17.1663244353,0.6981947502
418,17.2073921971,0.6985655738
419,17.2484599589,0.6985655738
420,17.2895277207,0.6985655738
421,17.3305954825,0.6985655738
422,17.3716632444,0.6985655738
423,17.4127310062,0.6985655738
424,17.4537987680,0.6985655738
425,17.4948665298,0.6985655738
426,17.5359342916,0.6985655738
427,17.5770020534,0.6985655738
428,17.6180698152,0.6985655738
429,17.6591375770,0.6985655738
430,17.7002053388,0.6985655738
431,17.7412731006,0.6985655738
432,17.7823408624,0.6985655738
433,17.8234086242,0.6985655738
434,17.8644763860,0.6985655738
435,17.9055441478,0.6985655738
436,17.9466119097,0.6985655738
437,17.9876796715,0.6991062765
438,18.0287474333,0.6992090120
439,18.0698151951,0.6992090120
440,18.1108829569,0.6992090120
441,18.1519507187,0.6992090120
442,18.1930184805,0.6992090120
443,18.2340862423,0.6992090120
444,18.2751540041,0.6995691826
445,18.3162217659,0.7000000000
446,18.3572895277,0.7000000000
447,18.3983572895,0.7000000000
448,18.4394250513,0.7000000000
449,18.4804928131,0.7000000000
450,18.5215605749,0.7000000000
451,18.5626283368,0.7007486631
452,18.6036960986,0.7007909880
453,18.6447638604,0.7007909880
454,18.6858316222,0.7007909880
455,18.7268993840,0.7007909880
456,18.7679671458,0.7007909880
457,18.8090349076,0.7007909880
458,18.8501026694,0.7008377531
459,18.8911704312,0.7014344262
460,18.9322381930,0.7014344262
461,18.9733059548,0.7014344262
462,19.0143737166,0.7014344262
463,19.0554414784,0.7014344262
464,19.0965092402,0.7014344262
465,19.1375770021,0.7014344262
466,19.1786447639,0.7014344262
467,19.2197125257,0.7014344262
468,19.2607802875,0.7014344262
469,19.3018480493,0.7014344262
470,19.3429158111,0.7014344262
471,19.3839835729,0.7014344262
472,19.4250513347,0.7014344262
473,19.4661190965,0.7014344262
474,19.5071868583,0.7014344262
475,19.5482546201,0.7016164880
476,19.5893223819,0.7020778645
477,19.6303901437,0.7020778645
478,19.6714579055,0.7020778645
479,19.7125256674,0.7020778645
480,19.7535934292,0.7020778645
481,19.7946611910,0.7020778645
482,19.8357289528,0.7020778645
483,19.8767967146,0.7020778645
484,19.9178644764,0.7020778645
485,19.9589322382,0.7020778645
