point_index,x,y
254,10.4722792608,0.4518442623
255,10.5133470226,0.4518442623
256,10.5544147844,0.4518442623
257,10.5954825462,0.4524357938
258,10.6365503080,0.4524877006
259,10.6776180698,0.4524877006
260,10.7186858316,0.4524877006
261,10.7597535934,0.4524877006
262,10.8008213552,0.4524877006
263,10.8418891170,0.4529805529
264,10.8829568789,0.4538748904
265,10.9240246407,0.4540696765
266,10.9650924025,0.4540696765
267,11.0061601643,0.4540696765
268,11.0472279261,0.4540696765
269,11.0882956879,0.4540696765
270,11.1293634497,0.4541471303
271,11.1704312115,0.4547131148
272,11.2114989733,0.4547131148
273,11.2525667351,0.4547131148
274,11.2936344969,0.4547131148
275,11.3347022587,0.4547131148
276,11.3757700205,0.4547131148
277,11.4168377823,0.4547131148
278,11.4579055441,0.4547131148
279,11.4989733060,0.4551217089
280,11.5400410678,0.4553565530
281,11.5811088296,0.4553565530
282,11.6221765914,0.4553565530
283,11.6632443532,0.4553565530
284,11.7043121150,0.4558213837
285,11.7453798768,0.4561475410
286,11.7864476386,0.4561475410
287,11.8275154004,0.4561895755
288,11.8685831622,0.4569015343
289,11.9096509240,0.4569385289
290,11.9507186858,0.4569385289
291,11.9917864476,0.4569385289
292,12.0328542094,0.4569385289
293,12.0739219713,0.4569385289
294,12.1149897331,0.4569385289
295,12.1560574949,0.4569385289
296,12.1971252567,0.4575010785
297,12.2381930185,0.4575819672
298,12.2792607803,0.4575819672
299,12.3203285421,0.4575819672
300,12.3613963039,0.4575819672
301,12.4024640657,0.4575819672
302,12.4435318275,0.4575819672
303,12.4845995893,0.4575819672
304,12.5256673511,0.4575819672
305,12.5667351129,0.4575819672
306,12.6078028747,0.4577511277
307,12.6488706366,0.4582254055
308,12.6899383984,0.4582254055
309,12.7310061602,0.4582254055
310,12.7720739220,0.4582254055
311,12.8131416838,0.4582359192
312,12.8542094456,0.4589535719
313,12.8952772074,0.4590163934
314,12.9363449692,0.4590163934
315,12.9774127310,0.4590163934
316,13.0184804928,0.4592402046
317,13.0595482546,0.4598073814
318,13.1006160164,0.4598073814
319,13.1416837782,0.4598073814
320,13.1827515400,0.4598073814
321,13.2238193018,0.4599251604
322,13.2648870637,0.4604508197
323,13.3059548255,0.4604508197
324,13.3470225873,0.4604508197
325,13.3880903491,0.4604508197
326,13.4291581109,0.4604508197
327,13.4702258727,0.4604508197
328,13.5112936345,0.4604508197
329,13.5523613963,0.4604508197
330,13.5934291581,0.4604508197
331,13.6344969199,0.4604508197
332,13.6755646817,0.4604508197
333,13.7166324435,0.4604508197
334,13.7577002053,0.4604508197
335,13.7987679671,0.4604508197
336,13.8398357290,0.4604508197
337,13.8809034908,0.4604508197
338,13.9219712526,0.4604508197
339,13.9630390144,0.4604508197
340,14.0041067762,0.4609516132
341,14.0451745380,0.4611743798
342,14.0862422998,0.4610942579
343,14.1273100616,0.4610942579
344,14.1683778234,0.4610942579
345,14.2094455852,0.4611312526
346,14.2505133470,0.4618362655
347,14.2915811088,0.4618852459
348,14.3326488706,0.4618852459
349,14.3737166324,0.4618852459
350,14.4147843943,0.4618852459
351,14.4558521561,0.4621350048
352,14.4969199179,0.4626762339
353,14.5379876797,0.4626762339
354,14.5790554415,0.4626762339
355,14.6201232033,0.4626762339
356,14.6611909651,0.4626762339
357,14.7022587269,0.4626762339
358,14.7433264887,0.4626814740
359,14.7843942505,0.4632305270
360,14.8254620123,0.4633196721
361,14.8665297741,0.4633196721
362,14.9075975359,0.4633196721
363,14.9486652977,0.4633196721
364,14.9897330595,0.4633196721
365,15.0308008214,0.4633196721
366,15.0718685832,0.4633196721
367,15.1129363450,0.4633196721
368,15.1540041068,0.4633196721
369,15.1950718686,0.4633196721
370,15.2361396304,0.4633196721
371,15.2772073922,0.4633196721
372,15.3182751540,0.4633196721
373,15.3593429158,0.4633196721
374,15.4004106776,0.4639422161
375,15.4414784394,0.4639631104
376,15.4825462012,0.4639631104
377,15.5236139630,0.4639631104
378,15.5646817248,0.4639631104
379,15.6057494867,0.4639631104
380,15.6468172485,0.4639631104
381,15.6878850103,0.4639631104
382,15.7289527721,0.4639631104
383,15.7700205339,0.4639631104
384,15.8110882957,0.4639631104
385,15.8521560575,0.4639631104
386,15.8932238193,0.4639631104
387,15.9342915811,0.4639631104
388,15.9753593429,0.4640054353
389,16.0164271047,0.4647120639
390,16.0574948665,0.4647540984
391,16.0985626283,0.4647540984
392,16.1396303901,0.4647540984
393,16.1806981520,0.4647540984
394,16.2217659138,0.4647540984
395,16.2628336756,0.4647540984
396,16.3039014374,0.4651176626
397,16.3449691992,0.4655450863
398,16.3860369610,0.4655450863
399,16.4271047228,0.4655450863
400,16.4681724846,0.4655450863
401,16.5092402464,0.4655450863
402,16.5503080082,0.4655450863
403,16.5913757700,0.4655450863
404,16.6324435318,0.4655450863
405,16.6735112936,0.4656225401
406,16.7145790554,0.4661885246
407,16.7556468172,0.4661885246
408,16.7967145791,0.4661885246
409,16.8377823409,0.4661885246
410,16.8788501027,0.4661885246
411,16.9199178645,0.4661885246
412,16.9609856263,0.4661885246
413,17.0020533881,0.4661885246
414,17.0431211499,0.4661885246
415,17.0841889117,0.4661885246
416,17.1252566735,0.4661885246
417,17.1663244353,0.4661885246
418,17.2073921971,0.4661885246
419,17.2484599589,0.4661885246
420,17.2895277207,0.4661885246
421,17.3305954825,0.4661885246
422,17.3716632444,0.4661885246
423,17.4127310062,0.4661885246
424,17.4537987680,0.4661885246
425,17.4948665298,0.4667141839
426,17.5359342916,0.4668319629
427,17.5770020534,0.4668319629
428,17.6180698152,0.4668319629
429,17.6591375770,0.4668319629
430,17.7002053388,0.4668319629
431,17.7412731006,0.4668319629
432,17.7823408624,0.4668319629
433,17.8234086242,0.4668319629
434,17.8644763860,0.4668319629
435,17.9055441478,0.4668319629
436,17.9466119097,0.4668319629
437,17.9876796715,0.4668319629
438,18.0287474333,0.4668319629
439,18.0698151951,0.4668319629
440,18.1108829569,0.4668319629
441,18.1519507187,0.4668319629
442,18.1930184805,0.4668319629
443,18.2340862423,0.4668319629
444,18.2751540041,0.4669307832
445,18.3162217659,0.4683394050
446,18.3572895277,0.4684139388
447,18.3983572895,0.4684139388
448,18.4394250513,0.4684139388
449,18.4804928131,0.4684139388
450,18.5215605749,0.4684139388
451,18.5626283368,0.4684139388
452,18.6036960986,0.4684139388
453,18.6447638604,0.4684139388
454,18.6858316222,0.4684139388
455,18.7268993840,0.4684139388
456,18.7679671458,0.4684139388
457,18.8090349076,0.4684139388
458,18.8501026694,0.4684139388
459,18.8911704312,0.4684139388
460,18.9322381930,0.4684139388
461,18.9733059548,0.4684139388
462,19.0143737166,0.4684139388
463,19.0554414784,0.4684139388
464,19.0965092402,0.4684139388
465,19.1375770021,0.4684139388
466,19.1786447639,0.4684139388
467,19.2197125257,0.4685565835
468,19.2607802875,0.4690573770
469,19.3018480493,0.4690573770
470,19.3429158111,0.4690573770
471,19.3839835729,0.4690573770
472,19.4250513347,0.4690573770
473,19.4661190965,0.4690573770
474,19.5071868583,0.4690573770
475,19.5482546201,0.4690573770
476,19.5893223819,0.4690573770
477,19.6303901437,0.4690573770
478,19.6714579055,0.4690573770
479,19.7125256674,0.4690573770
480,19.7535934292,0.4690573770
481,19.7946611910,0.4690573770
482,19.8357289528,0.4690573770
483,19.8767967146,0.4690573770
484,19.9178644764,0.4690573770
485,19.9589322382,0.4690573770
